time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
1.48333333,7.61780522,0.01171191,-3.37067631,0.60228514,1.03840494,0.00645566,0.60322115,-8.06162957,-8.66122523,-64.95009009,-6.53612188,-0.0000013,0,6.937093,2.36978525,-4.13452176,-18.19078832,2.22443705,0.00000537,0,-22.74749019,-3.93911197,-2.0224174
1.5,7.5697354,-0.23279043,-2.88722475,0.60118574,1.0411826,0.00375506,3.11597617,-7.7767356,-8.75778146,-66.80587513,-4.37573537,-0.00000199,0,5.41201606,2.38713938,-3.44213499,-17.3061225,2.79425371,0.00000531,0,-22.76373519,-3.38935495,-2.76489961
1.51666667,7.62372553,-0.57006558,-2.28111947,0.59990008,1.04390163,0.00132878,5.3367824,-7.28697491,-9.00929126,-67.78387815,-2.55104477,-0.00000196,0,3.64035653,2.26791746,-2.63345873,-16.10425989,3.22789802,0.00000512,0,-22.83934622,-2.67088361,-3.43205534
1.53333333,7.68451545,-0.88722166,-1.76999756,0.59873129,1.04628978,-0.00096688,7.41347386,-6.68413451,-9.07313416,-67.9430355,-1.17753884,-0.00000169,0,1.77073542,2.13324761,-1.93510333,-14.72554228,3.58702349,0.00000488,0,-22.93222392,-2.01968667,-4.26136986
1.55,7.49952879,-0.99188562,-1.42444153,0.59639572,1.04741608,-0.00282286,9.83103361,-6.26006961,-8.99037195,-67.60813513,-0.18814399,-0.00000086,0,0.40993572,2.16306611,-1.49029578,-13.68982692,4.00829237,0.00000484,0,-22.87260295,-1.6943425,-4.68077657
1.56666667,7.55874147,-1.4038343,-0.65242317,0.59511155,1.04888963,-0.00478202,11.44207396,-5.5146556,-9.44501245,-66.10465656,0.40522342,-0.00000007,0,-1.33481746,1.81517325,-0.59064829,-12.51223999,4.46044091,0.00000464,0,-22.97473566,-0.92362608,-5.3848462
1.58333333,7.52208609,-1.64083004,-0.23704513,0.59316185,1.04951403,-0.00619069,13.15554105,-4.93733116,-9.58194811,-64.0565079,0.79502904,0.00000085,0,-2.83359207,1.61709756,-0.06846238,-11.55826812,4.97775105,0.00000473,0,-23.0352904,-0.45477671,-5.8332948
1.6,7.57254989,-1.87145779,-0.00349674,0.59210642,1.04994626,-0.00732454,14.47269243,-4.33577216,-9.59344983,-61.19995758,1.06176328,0.00000145,0,-4.66908078,1.41172227,0.32531789,-10.22284276,5.38740168,0.00000458,0,-23.1332625,-0.00319238,-5.99934628
1.61666667,7.53135217,-1.84054297,0.33219231,0.58932506,1.04954183,-0.00847613,15.76145288,-4.12588689,-9.82355665,-57.76708409,1.3212836,0.0000017,0,-6.14561639,1.45093398,0.87637287,-9.16564469,5.763855,0.00000436,0,-23.36940087,0.12868055,-6.18596154
1.63333333,7.24186797,-1.90472929,0.45881843,0.58740161,1.04811727,-0.00927148,17.00121656,-3.8589665,-10.14305255,-53.63022365,1.5411639,0.00000158,0,-7.3040159,1.40393921,1.14226271,-8.36958681,6.39919552,0.00000431,0,-23.09258646,0.34703389,-6.32590006
1.65,7.13567266,-1.62648029,0.38206781,0.58513626,1.04646716,-0.01002814,17.80671064,-3.96496718,-10.41405194,-48.85599294,1.69824148,0.00000096,0,-8.74795361,1.75525973,1.18904684,-7.35419993,6.8545442,0.00000418,0,-23.12613164,0.19759904,-6.354439
1.66666667,7.21552203,-1.51617751,0.443236,0.58377224,1.04483206,-0.01032911,17.90042064,-3.91282745,-11.22173925,-43.21691588,1.63322671,0.00000024,0,-10.48830224,1.85358612,1.32451527,-6.25170129,7.35281168,0.00000414,0,-23.34368389,0.19583638,-6.3440824
1.68333333,7.09906981,-1.07238228,0.3472001,0.58200643,1.04196921,-0.01078775,18.16419059,-4.13494551,-11.85605042,-37.37565211,1.41970397,-0.00000033,0,-11.80712343,2.34905283,1.43502028,-5.57832804,8.07074855,0.0000042,0,-23.36235086,-0.15652416,-6.4034909
1.7,6.90601209,-0.71528606,0.30423142,0.58120443,1.03871346,-0.0107589,18.1154448,-4.0898991,-12.47845427,-30.94706281,1.0902533,-0.00000055,0,-13.18216256,2.70103609,1.58853996,-4.75459472,8.76547806,0.00000418,0,-23.16648772,-0.42773577,-6.51869258
1.71666667,7.17227607,-0.14181136,0.21659199,0.58004761,1.03586571,-0.01051829,17.44610178,-4.08455607,-12.51323998,-24.31534169,0.6835204,-0.00000022,0,-15.01287153,3.29681677,1.74220964,-3.97288342,9.36040265,0.00000403,0,-23.58779266,-0.98779051,-6.55887001
1.73333333,7.17232498,0.4627119,0.12213629,0.57917279,1.03202653,-0.01036322,16.99056419,-4.03517785,-11.84014207,-17.80331634,0.388338,0.00000027,0,-16.60194199,3.9499611,1.94847074,-3.15856726,9.98867559,0.00000369,0,-23.68572065,-1.50967658,-6.53919435
1.75,7.19644875,1.11329629,0.05506818,0.57903824,1.02796853,-0.00998288,16.42788845,-4.0659785,-10.48340564,-11.66752768,0.29441699,0.00000084,0,-18.22689923,4.61306195,2.26301618,-2.42579473,10.59885424,0.0000034,0,-23.6572872,-2.04470984,-6.90767952
1.76666667,7.30770062,1.71129175,0.08341098,0.57923263,1.02390131,-0.00936786,15.78181893,-4.17616666,-8.75875241,-6.31270341,0.46441112,0.00000126,0,-19.89388077,5.13113539,2.71514526,-1.84505934,11.20091164,0.00000336,0,-23.75420889,-2.50730075,-7.18583167
1.78333333,7.41068655,2.14443901,0.30478885,0.57989633,1.0199102,-0.00895192,15.17338121,-4.31864729,-7.10761767,-2.0030819,0.90718605,0.00000143,0,-21.59871563,5.3697793,3.39488715,-1.22765104,11.70603827,0.00000327,0,-23.74513087,-2.67800085,-7.69015268
1.8,7.45030665,2.49482662,0.43932165,0.58038105,1.01617798,-0.00827036,14.8557439,-4.45799013,-5.56445246,0.93331614,1.3741775,0.00000143,0,-22.95449712,5.52560857,3.96547539,-1.1508171,12.3018665,0.00000343,0,-23.71007119,-2.7994241,-8.0202809
1.81666667,7.55144478,2.79996407,0.73750725,0.58076892,1.01323349,-0.00762947,14.76188469,-4.64220043,-4.57361397,2.1623875,1.78771796,0.00000146,0,-24.04974012,5.55691381,4.63230762,-1.70885615,12.95459014,0.00000397,0,-23.86451946,-2.82789867,-8.3496711
1.83333333,7.703133,2.67103915,1.16398657,0.5814581,1.01103261,-0.00694471,14.71173499,-4.39053802,-4.26404024,2.03973742,1.71798608,0.00000143,0,-25.09654028,5.08732555,5.25872878,-2.46392658,13.54779246,0.0000043,0,-23.99613789,-2.2361837,-8.7212973
1.85,7.70492391,2.45430932,1.33621463,0.58300248,1.00928757,-0.00519988,15.1994539,-3.94562168,-4.01116208,0.23176645,1.40380911,0.00000128,0,-25.80672802,4.60785586,5.49308466,-3.61892893,14.01558954,0.0000049,0,-23.90479581,-1.84001852,-8.72425666
1.86666667,7.81189471,2.1081128,1.46176801,0.58441825,1.00818056,-0.00333248,15.7048883,-3.35410515,-4.02205125,-2.43747037,0.53335065,0.00000118,0,-26.34539409,4.04692225,5.53122465,-5.28845497,14.39366125,0.00000561,0,-23.97402954,-1.09229812,-8.72209734
1.88333333,7.60654974,1.8322156,1.86749188,0.58728966,1.00731045,-0.00189473,16.33946194,-2.95687012,-4.40826644,-5.29234476,-0.62084825,0.00000097,0,-26.5407942,3.45339393,5.770212,-7.05063031,14.3668756,0.0000063,0,-23.48925374,-0.40259432,-8.96893901
1.9,7.37025607,1.60519176,2.17062907,0.5906028,1.0069297,0.00010293,16.91920635,-2.61817177,-4.67491812,-8.16038757,-1.81615835,0.00000072,0,-26.41962789,2.95223039,5.89778229,-9.34513797,14.10241839,0.00000717,0,-22.92579448,0.20810058,-8.91049605
1.91666667,7.47948739,1.39652695,2.5078178,0.59392503,1.00779295,0.00198779,17.17998745,-2.37135012,-4.97664793,-11.31305761,-2.55178989,0.00000068,0,-26.28370607,2.4707284,6.02917404,-12.26624957,13.49830443,0.00000826,0,-22.79347537,0.9141066,-9.06544439
1.93333333,7.53054474,1.23109018,2.66305265,0.59816716,1.00911811,0.00387815,17.35238125,-2.16909547,-4.97656838,-14.37023874,-2.76715839,0.0000006,0,-25.64163382,2.16456937,5.90877275,-16.01616282,12.50473838,0.0000097,0,-22.45013821,1.44492302,-8.80219784
1.95,7.84058236,1.00147806,3.06691765,0.60195948,1.01119669,0.00564857,16.97208094,-1.945149,-5.15982077,-16.98465856,-2.67791589,0.00000046,0,-24.48433068,1.70107515,5.75883787,-21.04870016,11.14312333,0.00001166,0,-22.49976028,2.15315028,-8.91648506
1.96666667,7.82240965,1.16317725,3.42717457,0.60446009,1.01282884,0.00756659,16.78688723,-2.12359103,-5.26419541,-19.2482294,-2.30398416,0.00000068,0,-22.03351755,1.64164033,5.25988781,-27.4742086,9.00707268,0.00001422,0,-22.31693303,2.35536377,-8.96731104
1.98333333,7.77768018,0.98091261,3.70011559,0.60683832,1.01441326,0.00987678,16.31371301,-1.8797632,-5.48849853,-20.87655089,-1.6987239,0.00000091,0,-18.96679067,1.09506743,4.01417995,-34.49952498,5.73930495,0.00001691,0,-22.16233222,2.78975915,-8.9458726
2,7.57765292,0.78733691,3.80450649,0.60833085,1.01571037,0.01243862,15.90997163,-1.54548282,-5.61725075,-22.23214542,-0.74488641,0.00000123,0,-15.30975714,0.31710434,2.16778141,-41.58396758,1.26406055,0.00001906,0,-21.79798207,3.1256489,-8.66967744
2.01666667,7.24748463,0.18573494,3.75420994,0.60875757,1.01678951,0.01570095,15.37443213,-0.67955068,-5.7664895,-22.83626422,0.20619782,0.0000013,0,-11.2605023,-1.23738921,-0.1800064,-48.36265037,-3.69444713,0.00002008,0,-21.44356035,3.78856073,-7.9090982
2.03333333,7.02675852,-0.54253795,4.03052886,0.60954502,1.01858,0.01905819,14.3453763,0.33707913,-6.22665554,-22.78931745,1.23265559,0.00000133,0,-7.49841301,-3.30358871,-2.12532203,-54.16065774,-8.13794852,0.0000199,0,-21.01222426,4.46841917,-7.50089484
2.05,6.95350811,-1.2135078,3.94136467,0.60931202,1.02090294,0.02267325,13.03777073,1.40456139,-6.33792576,-22.30318428,2.10697514,0.00000136,0,-4.11132251,-5.19965042,-3.81703048,-59.10643599,-10.73977362,0.00001833,0,-20.95697087,4.97378282,-6.65868205
2.06666667,7.12929062,-1.70473434,3.97938925,0.609001,1.02392099,0.02611746,11.38212411,2.2962281,-6.39877065,-21.68965047,2.97400595,0.00000119,0,-1.10856128,-6.70211189,-4.70185324,-63.36343161,-11.09083217,0.00001646,0,-21.10216773,5.20045789,-6.06203635
2.08333333,7.09627322,-1.86285224,3.73309598,0.60818137,1.02714696,0.02898058,9.79732291,2.80399829,-6.10229416,-20.7245223,3.60488683,0.0000013,0,1.86410892,-7.43187585,-5.32910156,-66.72564912,-9.57444277,0.0000145,0,-21.21211792,5.09892198,-5.09739287
2.1,7.14263324,-1.9223354,3.52878422,0.6078245,1.030712,0.03174007,7.93994052,3.20035198,-5.81406996,-19.46117127,4.08539411,0.00000143,0,4.55074703,-7.73814921,-5.48966809,-69.15561902,-7.21243242,0.00001296,0,-21.25700338,4.8174148,-4.46555193
2.11666667,7.3713166,-1.81237908,3.08505917,0.60685575,1.03456709,0.03473185,5.70720811,3.44413136,-5.22903058,-17.73475285,4.27753512,0.00000153,0,6.84596526,-7.76970456,-5.84397872,-70.61452011,-5.06017214,0.00001228,0,-21.45966641,4.29145224,-3.43498543
2.13333333,7.38019333,-1.66692595,2.69811088,0.60565743,1.03768166,0.03730785,3.79089307,3.56887255,-4.70161904,-16.15601379,4.49958772,0.00000154,0,9.24986958,-7.476728,-5.85091764,-71.23761482,-3.34520517,0.00001192,0,-21.58075291,3.72976541,-2.67080578
2.15,7.32147804,-1.53683166,2.29165201,0.60446795,1.04023988,0.03950738,1.95740606,3.65879656,-4.13891646,-14.57920793,4.70481799,0.0000015,0,11.52948661,-7.07863124,-5.82215745,-71.03249998,-2.14004922,0.00001201,0,-21.45797139,3.25368796,-2.13669464
2.16666667,7.20148177,-1.37761229,1.68854589,0.60240725,1.04213766,0.0417281,0.34757916,3.66692094,-3.38095065,-13.19087763,4.89065721,0.00000155,0,13.69193057,-6.65849407,-6.03821428,-70.07136313,-1.29939383,0.00001229,0,-21.4514193,2.7175105,-1.22309813
2.18333333,7.29116124,-1.11399984,1.27810554,0.60082191,1.04397275,0.04328011,-1.44376642,3.51124998,-2.84967811,-11.97884402,5.19099817,0.00000165,0,15.34434318,-6.01174572,-6.07859559,-68.24043272,-0.61278379,0.00001229,0,-21.62647512,2.1655287,-0.7822815
2.2,7.01944333,-1.1181473,0.81184462,0.59835171,1.04432673,0.04492424,-2.63546491,3.6115961,-2.28557127,-11.04032043,5.57451013,0.00000168,0,17.32233298,-5.69887586,-6.12302496,-65.92491692,0.00686215,0.00001215,0,-21.50336619,1.89160298,-0.22256106
2.21666667,7.08088343,-0.94645243,0.39201735,0.59682025,1.04498226,0.0462509,-4.34900119,3.4986554,-1.76357639,-9.90902071,5.97541739,0.00000159,0,18.4662093,-5.25298512,-6.29531546,-62.60955266,0.48782705,0.00001175,0,-21.60279411,1.4162295,0.17562287
2.23333333,6.9586462,-0.94078179,0.12919597,0.59450715,1.04466318,0.04743775,-5.74980338,3.56036347,-1.39002281,-8.92858509,6.43811683,0.00000157,0,19.6414948,-5.0459937,-6.41089641,-58.65738714,0.76725071,0.00001091,0,-21.6447298,1.14030186,0.49117624
2.25,6.81701887,-1.17530988,-0.01080668,0.59272273,1.04372402,0.04848471,-7.14623282,3.88183519,-1.09260781,-8.00307624,6.92923952,0.00000152,0,20.51881655,-5.14266318,-6.5152519,-54.0401342,0.94163829,0.00000968,0,-21.56802626,1.20213025,0.78211771
2.26666667,6.84853705,-1.30051387,-0.2737317,0.59086338,1.04266007,0.04918364,-8.64016656,4.02839671,-0.66758348,-7.27777611,7.545216,0.00000148,0,20.82574208,-5.22249135,-7.06784584,-48.67824528,0.83852788,0.00000831,0,-21.73400145,1.10484701,1.09909685
2.28333333,6.61111144,-1.66038603,-0.5472144,0.58884706,1.04051362,0.05000577,-9.7320554,4.41577801,-0.20061692,-6.78570196,8.24964477,0.00000137,0,21.19620194,-5.57138012,-7.74801228,-42.89408869,0.57546234,0.00000684,0,-21.5754468,1.28751541,1.17604127
2.3,6.6078975,-2.04118464,-0.61336117,0.58751524,1.03833816,0.05043121,-11.17659734,4.8335626,0.06497295,-6.18496219,8.89062959,0.00000127,0,21.05715414,-5.79722136,-8.32615823,-36.71587082,0.13365332,0.0000056,0,-21.73238153,1.50779577,1.35036384
2.31666667,6.44887375,-2.36245606,-1.37837494,0.58685978,1.0357054,0.05074212,-12.59515145,4.95950606,1.09074955,-5.36530528,9.45036081,0.00000117,0,20.66412632,-6.02192629,-9.49488642,-30.2263801,-0.3009399,0.00000464,0,-21.51255335,1.54572836,2.27338837
2.33333333,6.17378425,-2.76445426,-1.45808482,0.58596804,1.0322196,0.05075628,-13.73450878,5.33769918,1.48981758,-4.88157764,10.19592742,0.00000115,0,20.52963442,-6.01165111,-9.58510522,-23.91116781,-0.74992218,0.00000416,0,-21.21845409,1.86241993,2.38236594
2.35,6.11204037,-3.18134938,-1.76824002,0.58527088,1.0290358,0.05074756,-15.22475693,5.62848537,2.13400922,-4.156158,10.71490912,0.00000121,0,19.91637278,-5.9856226,-9.35014729,-17.5772308,-1.05910106,0.00000393,0,-21.24436906,2.1128989,2.6559744
2.36666667,6.1387368,-3.64401672,-2.12061454,0.584756,1.02575175,0.05033299,-16.81874675,5.89089052,2.90868034,-3.45304177,11.16738834,0.00000114,0,19.22545855,-6.02341637,-8.58609586,-11.87191942,-1.07768173,0.00000379,0,-21.42927691,2.32410648,2.7450707
2.38333333,6.11887074,-3.91807656,-2.51475971,0.58480305,1.02226992,0.0498081,-18.2802381,5.91865397,3.60526084,-3.00064201,11.7315656,0.00000115,0,18.51406212,-5.96947879,-7.4893531,-6.8864148,-0.91562697,0.00000344,0,-21.3458757,2.4373187,2.7761509
2.4,6.34111812,-4.28711403,-2.82244676,0.58492482,1.01922394,0.04910638,-20.05422142,6.01435825,4.21958169,-2.44103347,12.07116679,0.00000118,0,17.68313208,-6.14162899,-6.03138753,-3.13209483,-0.54892277,0.00000321,0,-21.60081412,2.53772177,3.24513671
2.41666667,6.70212078,-4.36800534,-3.18150756,0.58577603,1.0166341,0.04850578,-21.74026675,5.79271511,4.64110485,-2.44606442,12.66251769,0.00000128,0,16.74073793,-6.19477115,-4.53357878,-0.64524937,-0.17546361,0.00000313,0,-21.94407918,2.31832797,3.56984779
2.43333333,6.70128851,-4.65220937,-3.21327542,0.58501515,1.01344931,0.04791426,-22.80710095,5.95399526,4.83038898,-2.71750855,13.20606893,0.00000138,0,16.88522146,-6.51340386,-2.55024032,-0.29533497,0.1424986,0.00000335,0,-22.04127795,2.29361088,3.48589276
2.45,6.7562034,-4.59902759,-3.40109815,0.5853221,1.0114587,0.04672623,-23.67181744,5.67366501,4.98256687,-3.55751348,13.73416623,0.00000169,0,17.06694995,-6.38536403,-1.33034247,-1.28160309,-0.08162477,0.00000347,0,-22.19475135,1.91771992,3.54510894
2.46666667,6.64329571,-4.09698393,-3.72333259,0.58559863,1.01009977,0.04503226,-23.98458368,4.8901088,5.07526323,-5.04845952,14.33147146,0.00000202,0,17.67565285,-5.62054495,-1.35533801,-3.46843038,-1.0645976,0.00000352,0,-22.0636979,1.06395372,3.65712227
2.48333333,6.21139355,-3.85266145,-3.7452051,0.58712455,1.00919518,0.04256562,-23.97473278,4.4604534,5.00084189,-6.56963918,14.41247402,0.00000241,0,18.78825018,-4.94992596,-1.78360145,-6.43391145,-2.38499852,0.00000374,0,-21.65350727,0.7129325,3.32387548
2.5,5.84005182,-3.37146524,-4.00644954,0.58880268,1.0087616,0.04022346,-23.78481872,3.69050495,5.04821655,-8.51998989,14.40542118,0.00000292,0,19.75197391,-4.17552722,-2.89026773,-9.53975068,-3.76917192,0.00000394,0,-21.09496311,-0.08465767,3.27754964
